iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,stringency_index,total_cases,stringency_index
SGP,Asia,Singapore,6/11/2020,58047,4,6.286,28,0,0,10643.795,0.733,1.153,5.134,0,0,0.94,27521,5.046,0,4378.1,45.37,58047,45.37
SGP,Asia,Singapore,7/11/2020,58054,7,5.571,28,0,0,10645.078,1.284,1.022,5.134,0,0,0.99,27292,5.004,0,4898.9,45.37,58054,45.37
SGP,Asia,Singapore,8/11/2020,58056,2,5.286,28,0,0,10645.445,0.367,0.969,5.134,0,0,1.04,27064,4.963,0,5119.9,45.37,58056,45.37
SGP,Asia,Singapore,9/11/2020,58064,8,6.286,28,0,0,10646.912,1.467,1.153,5.134,0,0,1.16,26835,4.921,0,4269,45.37,58064,45.37
SGP,Asia,Singapore,10/11/2020,58073,9,6.286,28,0,0,10648.562,1.65,1.153,5.134,0,0,1.23,26287,4.82,0,4181.8,45.37,58073,45.37
SGP,Asia,Singapore,11/11/2020,58091,18,7.857,28,0,0,10651.863,3.301,1.441,5.134,0,0,1.3,25738,4.719,0,3275.8,45.37,58091,45.37
SGP,Asia,Singapore,12/11/2020,58102,11,8.429,28,0,0,10653.88,2.017,1.546,5.134,0,0,1.21,25190,4.619,0,2988.5,45.37,58102,45.37
SGP,Asia,Singapore,13/11/2020,58114,12,9.571,28,0,0,10656.08,2.2,1.755,5.134,0,0,1.09,24642,4.518,0,2574.7,45.37,58114,45.37
SGP,Asia,Singapore,14/11/2020,58116,2,8.857,28,0,0,10656.447,0.367,1.624,5.134,0,0,0.93,24094,4.418,0,2720.3,45.37,58116,45.37
SGP,Asia,Singapore,15/11/2020,58119,3,9,28,0,0,10656.997,0.55,1.65,5.134,0,0,0.86,23545,4.317,0,2616.1,45.37,58119,45.37
SGP,Asia,Singapore,16/11/2020,58124,5,8.571,28,0,0,10657.914,0.917,1.572,5.134,0,0,0.84,22997,4.217,0,2683.1,45.37,58124,45.37
SGP,Asia,Singapore,17/11/2020,58130,6,8.143,28,0,0,10659.014,1.1,1.493,5.134,0,0,0.81,24206,4.439,0,2972.6,45.37,58130,45.37
SGP,Asia,Singapore,18/11/2020,58135,5,6.286,28,0,0,10659.931,0.917,1.153,5.134,0,0,0.83,25416,4.66,0,4043.3,45.37,58135,45.37
SGP,Asia,Singapore,19/11/2020,58139,4,5.286,28,0,0,10660.665,0.733,0.969,5.134,0,0,0.87,26625,4.882,0,5036.9,45.37,58139,45.37
SGP,Asia,Singapore,20/11/2020,58143,4,4.143,28,0,0,10661.398,0.733,0.76,5.134,0,0,0.95,27834,5.104,0,6718.3,45.37,58143,45.37
SGP,Asia,Singapore,21/11/2020,58148,5,4.571,28,0,0,10662.315,0.917,0.838,5.134,0,0,1.06,29043,5.325,0,6353.8,45.37,58148,45.37
SGP,Asia,Singapore,22/11/2020,58160,12,5.857,28,0,0,10664.515,2.2,1.074,5.134,0,0,1.19,30253,5.547,0,5165.3,45.37,58160,45.37
SGP,Asia,Singapore,23/11/2020,58165,5,5.857,28,0,0,10665.432,0.917,1.074,5.134,0,0,1.2,31462,5.769,0,5371.7,45.37,58165,45.37
SGP,Asia,Singapore,24/11/2020,58183,18,7.571,28,0,0,10668.733,3.301,1.388,5.134,0,0,1.23,31268,5.733,0,4130,45.37,58183,45.37
SGP,Asia,Singapore,25/11/2020,58190,7,7.857,28,0,0,10670.016,1.284,1.441,5.134,0,0,1.1,31075,5.698,0,3955.1,45.37,58190,45.37
SGP,Asia,Singapore,26/11/2020,58195,5,8,28,0,0,10670.933,0.917,1.467,5.134,0,0,1,30881,5.662,0,3860.1,45.37,58195,45.37
SGP,Asia,Singapore,27/11/2020,58199,4,8,28,0,0,10671.666,0.733,1.467,5.134,0,0,0.97,30688,5.627,0,3836,45.37,58199,45.37
SGP,Asia,Singapore,28/11/2020,58205,6,8.143,29,1,0.143,10672.767,1.1,1.493,5.318,0.183,0.026,0.97,30494,5.592,0,3744.8,45.37,58205,45.37
SGP,Asia,Singapore,29/11/2020,58213,8,7.571,29,0,0.143,10674.234,1.467,1.388,5.318,0,0.026,1,30300,5.556,0,4002.1,45.37,58213,45.37
SGP,Asia,Singapore,30/11/2020,58218,5,7.571,29,0,0.143,10675.15,0.917,1.388,5.318,0,0.026,1,30107,5.521,0,3976.6,45.37,58218,45.37
SGP,Asia,Singapore,1/12/2020,58228,10,6.429,29,0,0.143,10676.984,1.834,1.179,5.318,0,0.026,0.99,29388,5.389,0,4571.2,45.37,58228,45.37
SGP,Asia,Singapore,2/12/2020,58230,2,5.714,29,0,0.143,10677.351,0.367,1.048,5.318,0,0.026,0.98,28669,5.257,0,5017.3,45.37,58230,45.37
SGP,Asia,Singapore,3/12/2020,58239,9,6.286,29,0,0.143,10679.001,1.65,1.153,5.318,0,0.026,1.05,27950,5.125,0,4446.4,50.93,58239,50.93
SGP,Asia,Singapore,4/12/2020,58242,3,6.143,29,0,0.143,10679.551,0.55,1.126,5.318,0,0.026,1.09,27230,4.993,0,4432.7,45.37,58242,45.37
SGP,Asia,Singapore,5/12/2020,58255,13,7.143,29,0,0,10681.935,2.384,1.31,5.318,0,0,1.19,26511,4.861,0,3711.5,45.37,58255,45.37
SGP,Asia,Singapore,6/12/2020,58260,5,6.714,29,0,0,10682.852,0.917,1.231,5.318,0,0,1.2,25792,4.729,0,3841.5,45.37,58260,45.37
SGP,Asia,Singapore,7/12/2020,58273,13,7.857,29,0,0,10685.235,2.384,1.441,5.318,0,0,1.24,25073,4.598,0,3191.2,45.37,58273,45.37
SGP,Asia,Singapore,8/12/2020,58285,12,8.143,29,0,0,10687.436,2.2,1.493,5.318,0,0,1.17,25505,4.677,0,3132.1,45.37,58285,45.37
SGP,Asia,Singapore,9/12/2020,58291,6,8.714,29,0,0,10688.536,1.1,1.598,5.318,0,0,1.1,25938,4.756,0,2976.6,45.37,58291,45.37
SGP,Asia,Singapore,10/12/2020,58297,6,8.286,29,0,0,10689.636,1.1,1.519,5.318,0,0,1.07,26370,4.835,0,3182.5,45.37,58297,45.37
SGP,Asia,Singapore,11/12/2020,58305,8,9,29,0,0,10691.103,1.467,1.65,5.318,0,0,1.12,26802,4.915,0,2978,45.37,58305,45.37
SGP,Asia,Singapore,12/12/2020,58313,8,8.286,29,0,0,10692.57,1.467,1.519,5.318,0,0,1.14,27235,4.994,0,3286.9,45.37,58313,45.37
SGP,Asia,Singapore,13/12/2020,58320,7,8.571,29,0,0,10693.854,1.284,1.572,5.318,0,0,1.19,27667,5.073,0,3228,45.37,58320,45.37
SGP,Asia,Singapore,14/12/2020,58325,5,7.429,29,0,0,10694.77,0.917,1.362,5.318,0,0,1.27,28099,5.152,0,3782.3,50.93,58325,50.93
SGP,Asia,Singapore,15/12/2020,58341,16,8,29,0,0,10697.704,2.934,1.467,5.318,0,0,1.39,28277,5.185,0,3534.6,50.93,58341,50.93
SGP,Asia,Singapore,16/12/2020,58353,12,8.857,29,0,0,10699.905,2.2,1.624,5.318,0,0,1.45,28455,5.218,0,3212.7,50.93,58353,50.93
SGP,Asia,Singapore,17/12/2020,58377,24,11.429,29,0,0,10704.305,4.401,2.096,5.318,0,0,1.51,28634,5.25,0,2505.4,50.93,58377,50.93
SGP,Asia,Singapore,18/12/2020,58386,9,11.571,29,0,0,10705.956,1.65,2.122,5.318,0,0,1.45,28812,5.283,0,2490,50.93,58386,50.93
SGP,Asia,Singapore,19/12/2020,58403,17,12.857,29,0,0,10709.073,3.117,2.358,5.318,0,0,1.44,28990,5.316,0,2254.8,50.93,58403,50.93
SGP,Asia,Singapore,20/12/2020,58422,19,14.571,29,0,0,10712.557,3.484,2.672,5.318,0,0,1.42,29168,5.348,0,2001.8,50.93,58422,50.93
SGP,Asia,Singapore,21/12/2020,58432,10,15.286,29,0,0,10714.39,1.834,2.803,5.318,0,0,1.38,29346,5.381,0.001,1919.8,50.93,58432,50.93
SGP,Asia,Singapore,22/12/2020,58461,29,17.143,29,0,0,10719.708,5.318,3.143,5.318,0,0,1.36,29028,5.323,0.001,1693.3,50.93,58461,50.93
SGP,Asia,Singapore,23/12/2020,58482,21,18.429,29,0,0,10723.559,3.851,3.379,5.318,0,0,1.26,28711,5.265,0.001,1557.9,50.93,58482,50.93
SGP,Asia,Singapore,24/12/2020,58495,13,16.857,29,0,0,10725.942,2.384,3.091,5.318,0,0,1.14,28393,5.206,0.001,1684.3,50.93,58495,50.93
SGP,Asia,Singapore,25/12/2020,58509,14,17.571,29,0,0,10728.51,2.567,3.222,5.318,0,0,1.08,28076,5.148,0.001,1597.9,50.93,58509,50.93
SGP,Asia,Singapore,26/12/2020,58519,10,16.571,29,0,0,10730.343,1.834,3.039,5.318,0,0,1.02,27758,5.09,0.001,1675.1,50.93,58519,50.93
SGP,Asia,Singapore,27/12/2020,58524,5,14.571,29,0,0,10731.26,0.917,2.672,5.318,0,0,1.02,27441,5.032,0.001,1883.3,50.93,58524,50.93
SGP,Asia,Singapore,28/12/2020,58529,5,13.857,29,0,0,10732.177,0.917,2.541,5.318,0,0,1.11,27123,4.973,0.001,1957.4,50.93,58529,50.93
SGP,Asia,Singapore,29/12/2020,58542,13,11.571,29,0,0,10734.561,2.384,2.122,5.318,0,0,1.25,27158,4.98,0,2347.1,45.37,58542,45.37
SGP,Asia,Singapore,30/12/2020,58569,27,12.429,29,0,0,10739.512,4.951,2.279,5.318,0,0,1.44,27192,4.986,0,2187.8,45.37,58569,45.37
SGP,Asia,Singapore,31/12/2020,58599,30,14.857,29,0,0,10745.012,5.501,2.724,5.318,0,0,1.53,27226,4.992,0.001,1832.5,45.37,58599,45.37
SGP,Asia,Singapore,1/1/2021,58629,30,17.143,29,0,0,10750.513,5.501,3.143,5.318,0,0,1.56,27260,4.999,0.001,1590.2,45.37,58629,45.37
SGP,Asia,Singapore,2/1/2021,58662,33,20.429,29,0,0,10756.564,6.051,3.746,5.318,0,0,1.54,27295,5.005,0.001,1336.1,45.37,58662,45.37
SGP,Asia,Singapore,3/1/2021,58697,35,24.714,29,0,0,10762.982,6.418,4.532,5.318,0,0,1.48,27329,5.011,0.001,1105.8,45.37,58697,45.37
SGP,Asia,Singapore,4/1/2021,58721,24,27.429,29,0,0,10767.383,4.401,5.029,5.318,0,0,1.4,27363,5.017,0.001,997.6,45.37,58721,45.37
SGP,Asia,Singapore,5/1/2021,58749,28,29.571,29,0,0,10772.517,5.134,5.422,5.318,0,0,1.33,27929,5.121,0.001,944.5,45.37,58749,45.37
SGP,Asia,Singapore,6/1/2021,58780,31,30.143,29,0,0,10778.202,5.684,5.527,5.318,0,0,1.27,28496,5.225,0.001,945.4,45.37,58780,45.37
SGP,Asia,Singapore,7/1/2021,58813,33,30.571,29,0,0,10784.253,6.051,5.606,5.318,0,0,1.23,29062,5.329,0.001,950.6,45.37,58813,45.37
SGP,Asia,Singapore,8/1/2021,58836,23,29.571,29,0,0,10788.47,4.217,5.422,5.318,0,0,1.2,29628,5.433,0.001,1001.9,45.37,58836,45.37
SGP,Asia,Singapore,9/1/2021,58865,29,29,29,0,0,10793.788,5.318,5.318,5.318,0,0,1.19,30194,5.537,0.001,1041.2,45.37,58865,45.37
SGP,Asia,Singapore,10/1/2021,58907,42,30,29,0,0,10801.489,7.701,5.501,5.318,0,0,1.19,30761,5.64,0.001,1025.4,45.37,58907,45.37
SGP,Asia,Singapore,11/1/2021,58929,22,29.714,29,0,0,10805.523,4.034,5.449,5.318,0,0,1.14,31327,5.744,0.001,1054.3,45.37,58929,45.37
SGP,Asia,Singapore,12/1/2021,58946,17,28.143,29,0,0,10808.64,3.117,5.16,5.318,0,0,1.1,31422,5.762,0.001,1116.5,45.37,58946,45.37
SGP,Asia,Singapore,13/1/2021,58984,38,29.143,29,0,0,10815.608,6.968,5.344,5.318,0,0,1.13,31518,5.779,0.001,1081.5,45.37,58984,45.37
SGP,Asia,Singapore,14/1/2021,59029,45,30.857,29,0,0,10823.859,8.251,5.658,5.318,0,0,1.13,31613,5.797,0.001,1024.5,45.37,59029,45.37
SGP,Asia,Singapore,15/1/2021,59059,30,31.857,29,0,0,10829.36,5.501,5.841,5.318,0,0,1.08,31709,5.814,0.001,995.4,50.93,59059,50.93
SGP,Asia,Singapore,16/1/2021,59083,24,31.143,29,0,0,10833.761,4.401,5.711,5.318,0,0,1.03,31804,5.832,0.001,1021.2,50.93,59083,50.93
SGP,Asia,Singapore,17/1/2021,59113,30,29.429,29,0,0,10839.262,5.501,5.396,5.318,0,0,1.01,31900,5.849,0.001,1084,50.93,59113,50.93
SGP,Asia,Singapore,18/1/2021,59127,14,28.286,29,0,0,10841.829,2.567,5.187,5.318,0,0,1,31995,5.867,0.001,1131.1,50.93,59127,50.93
SGP,Asia,Singapore,19/1/2021,59157,30,30.143,29,0,0,10847.33,5.501,5.527,5.318,0,0,1.04,32612,5.98,0.001,1081.9,50.93,59157,50.93
SGP,Asia,Singapore,20/1/2021,59197,40,30.429,29,0,0,10854.665,7.335,5.58,5.318,0,0,1.05,33230,6.093,0.001,1092.1,50.93,59197,50.93
SGP,Asia,Singapore,21/1/2021,59235,38,29.429,29,0,0,10861.633,6.968,5.396,5.318,0,0,1.02,33847,6.206,0.001,1150.1,50.93,59235,50.93
SGP,Asia,Singapore,22/1/2021,59250,15,27.286,29,0,0,10864.383,2.75,5.003,5.318,0,0,0.98,34464,6.319,0.001,1263.1,50.93,59250,50.93
SGP,Asia,Singapore,23/1/2021,59260,10,25.286,29,0,0,10866.217,1.834,4.637,5.318,0,0,0.99,35081,6.433,0.001,1387.4,50.93,59260,50.93
SGP,Asia,Singapore,24/1/2021,59308,48,27.857,29,0,0,10875.018,8.802,5.108,5.318,0,0,1.09,35698,6.546,0.001,1281.5,50.93,59308,50.93
SGP,Asia,Singapore,25/1/2021,59352,44,32.143,29,0,0,10883.086,8.068,5.894,5.318,0,0,1.1,36316,6.659,0.001,1129.8,50.93,59352,50.93
SGP,Asia,Singapore,26/1/2021,59366,14,29.857,29,0,0,10885.654,2.567,5.475,5.318,0,0,1.03,36062,6.613,0.001,1207.8,50.93,59366,50.93
SGP,Asia,Singapore,27/1/2021,59391,25,27.714,29,0,0,10890.238,4.584,5.082,5.318,0,0,1.01,35809,6.566,0.001,1292.1,50.93,59391,50.93
SGP,Asia,Singapore,28/1/2021,59425,34,27.143,29,0,0,10896.472,6.234,4.977,5.318,0,0,1.04,35555,6.52,0.001,1309.9,50.93,59425,50.93
SGP,Asia,Singapore,29/1/2021,59449,24,28.429,29,0,0,10900.873,4.401,5.213,5.318,0,0,1.06,35302,6.473,0.001,1241.8,50.93,59449,50.93
SGP,Asia,Singapore,30/1/2021,59507,58,35.286,29,0,0,10911.508,10.635,6.47,5.318,0,0,1.1,35048,6.427,0.001,993.3,50.93,59507,50.93
SGP,Asia,Singapore,31/1/2021,59536,29,32.571,29,0,0,10916.826,5.318,5.972,5.318,0,0,1.01,34795,6.38,0.001,1068.3,50.93,59536,50.93
SGP,Asia,Singapore,1/2/2021,59565,29,30.429,29,0,0,10922.143,5.318,5.58,5.318,0,0,0.95,34541,6.334,0.001,1135.1,50.93,59565,50.93
SGP,Asia,Singapore,2/2/2021,59584,19,31.143,29,0,0,10925.627,3.484,5.711,5.318,0,0,0.89,34559,6.337,0.001,1109.7,50.93,59584,50.93
SGP,Asia,Singapore,3/2/2021,59602,18,30.143,29,0,0,10928.928,3.301,5.527,5.318,0,0,0.83,34578,6.34,0.001,1147.1,50.93,59602,50.93
SGP,Asia,Singapore,4/2/2021,59624,22,28.429,29,0,0,10932.962,4.034,5.213,5.318,0,0,0.81,34596,6.344,0.001,1216.9,50.93,59624,50.93
SGP,Asia,Singapore,5/2/2021,59649,25,28.571,29,0,0,10937.546,4.584,5.239,5.318,0,0,0.82,34615,6.347,0.001,1211.5,50.93,59649,50.93
SGP,Asia,Singapore,6/2/2021,59675,26,24,29,0,0,10942.313,4.767,4.401,5.318,0,0,0.82,34633,6.35,0.001,1443,50.93,59675,50.93
SGP,Asia,Singapore,7/2/2021,59699,24,23.286,29,0,0,10946.714,4.401,4.27,5.318,0,0,0.79,34652,6.354,0.001,1488.1,50.93,59699,50.93
SGP,Asia,Singapore,8/2/2021,59721,22,22.286,29,0,0,10950.748,4.034,4.086,5.318,0,0,0.76,34670,6.357,0.001,1555.7,50.93,59721,50.93
SGP,Asia,Singapore,9/2/2021,59732,11,21.143,29,0,0,10952.765,2.017,3.877,5.318,0,0,0.71,34306,6.291,0.001,1622.6,50.93,59732,50.93
SGP,Asia,Singapore,10/2/2021,59747,15,20.714,29,0,0,10955.516,2.75,3.798,5.318,0,0,0.67,33942,6.224,0.001,1638.6,50.93,59747,50.93
SGP,Asia,Singapore,11/2/2021,59759,12,19.286,29,0,0,10957.716,2.2,3.536,5.318,0,0,0.64,33578,6.157,0.001,1741.1,50.93,59759,50.93
SGP,Asia,Singapore,12/2/2021,59777,18,18.286,29,0,0,10961.017,3.301,3.353,5.318,0,0,0.64,33214,6.09,0.001,1816.4,50.93,59777,50.93
SGP,Asia,Singapore,13/2/2021,59786,9,15.857,29,0,0,10962.667,1.65,2.908,5.318,0,0,0.62,32849,6.023,0,2071.6,50.93,59786,50.93
SGP,Asia,Singapore,14/2/2021,59800,14,14.429,29,0,0,10965.234,2.567,2.646,5.318,0,0,0.62,32485,5.957,0,2251.4,50.93,59800,50.93
SGP,Asia,Singapore,15/2/2021,59809,9,12.571,29,0,0,10966.884,1.65,2.305,5.318,0,0,0.61,32121,5.89,0,2555.2,50.93,59809,50.93
SGP,Asia,Singapore,16/2/2021,59810,1,11.143,29,0,0,10967.068,0.183,2.043,5.318,0,0,0.62,32963,6.044,0,2958.2,50.93,59810,50.93
SGP,Asia,Singapore,17/2/2021,59821,11,10.571,29,0,0,10969.085,2.017,1.938,5.318,0,0,0.66,33804,6.198,0,3197.8,50.93,59821,50.93
SGP,Asia,Singapore,18/2/2021,59832,11,10.429,29,0,0,10971.102,2.017,1.912,5.318,0,0,0.71,34645,6.353,0,3322,50.93,59832,50.93
SGP,Asia,Singapore,19/2/2021,59846,14,9.857,29,0,0,10973.669,2.567,1.807,5.318,0,0,0.75,35487,6.507,0,3600.2,50.93,59846,50.93
SGP,Asia,Singapore,20/2/2021,59858,12,10.286,29,0,0,10975.869,2.2,1.886,5.318,0,0,0.77,36328,6.661,0,3531.8,50.93,59858,50.93
SGP,Asia,Singapore,21/2/2021,59869,11,9.857,29,0,0,10977.886,2.017,1.807,5.318,0,0,0.77,37170,6.816,0,3770.9,50.93,59869,50.93
SGP,Asia,Singapore,22/2/2021,59879,10,10,29,0,0,10979.72,1.834,1.834,5.318,0,0,0.78,38011,6.97,0,3801.1,50.93,59879,50.93
SGP,Asia,Singapore,23/2/2021,59883,4,10.429,29,0,0,10980.453,0.733,1.912,5.318,0,0,0.78,37748,6.922,0,3619.5,50.93,59883,50.93
SGP,Asia,Singapore,24/2/2021,59890,7,9.857,29,0,0,10981.737,1.284,1.807,5.318,0,0,0.81,37486,6.874,0,3803,50.93,59890,50.93
SGP,Asia,Singapore,25/2/2021,59900,10,9.714,29,0,0,10983.57,1.834,1.781,5.318,0,0,0.88,37223,6.825,0,3831.9,50.93,59900,50.93
SGP,Asia,Singapore,26/2/2021,59913,13,9.571,29,0,0,10985.954,2.384,1.755,5.318,0,0,0.95,36960,6.777,0,3861.7,50.93,59913,50.93
SGP,Asia,Singapore,27/2/2021,59925,12,9.571,29,0,0,10988.155,2.2,1.755,5.318,0,0,1,36697,6.729,0,3834.2,50.93,59925,50.93
SGP,Asia,Singapore,28/2/2021,59936,11,9.571,29,0,0,10990.172,2.017,1.755,5.318,0,0,1.03,36435,6.681,0,3806.8,50.93,59936,50.93
SGP,Asia,Singapore,1/3/2021,59948,12,9.857,29,0,0,10992.372,2.2,1.807,5.318,0,0,1.08,36172,6.633,0,3669.7,50.93,59948,50.93
SGP,Asia,Singapore,2/3/2021,59956,8,10.429,29,0,0,10993.839,1.467,1.912,5.318,0,0,1.13,36337,6.663,0,3484.2,50.93,59956,50.93
SGP,Asia,Singapore,3/3/2021,59979,23,12.714,29,0,0,10998.056,4.217,2.331,5.318,0,0,1.18,36502,6.693,0,2871,50.93,59979,50.93
SGP,Asia,Singapore,4/3/2021,59998,19,14,29,0,0,11001.54,3.484,2.567,5.318,0,0,1.13,36668,6.724,0,2619.1,50.93,59998,50.93
SGP,Asia,Singapore,5/3/2021,60007,9,13.429,29,0,0,11003.191,1.65,2.462,5.318,0,0,1.04,36833,6.754,0,2742.8,50.93,60007,50.93
SGP,Asia,Singapore,6/3/2021,60020,13,13.571,29,0,0,11005.574,2.384,2.489,5.318,0,0,1.01,36998,6.784,0,2726.3,50.93,60020,50.93
SGP,Asia,Singapore,7/3/2021,60033,13,13.857,29,0,0,11007.958,2.384,2.541,5.318,0,0,0.98,37163,6.814,0,2681.9,50.93,60033,50.93
SGP,Asia,Singapore,8/3/2021,60046,13,14,29,0,0,11010.342,2.384,2.567,5.318,0,0,0.95,37329,6.845,0,2666.4,50.93,60046,50.93
SGP,Asia,Singapore,9/3/2021,60052,6,13.714,29,0,0,11011.442,1.1,2.515,5.318,0,0,0.91,37107,6.804,0,2705.8,50.93,60052,50.93
SGP,Asia,Singapore,10/3/2021,60062,10,11.857,29,0,0,11013.276,1.834,2.174,5.318,0,0,0.88,36886,6.764,0,3110.9,50.93,60062,50.93
SGP,Asia,Singapore,11/3/2021,60070,8,10.286,29,0,0,11014.743,1.467,1.886,5.318,0,0,0.88,36664,6.723,0,3564.5,50.93,60070,50.93
SGP,Asia,Singapore,12/3/2021,60080,10,10.429,29,0,0,11016.576,1.834,1.912,5.318,0,0,0.92,36443,6.682,0,3494.4,50.93,60080,50.93
SGP,Asia,Singapore,13/3/2021,60088,8,9.714,30,1,0.143,11018.043,1.467,1.781,5.501,0.183,0.026,0.97,36221,6.642,0,3728.7,50.93,60088,50.93
